parcel,HouseNum,Ext,Rear,Unit,Dir,Street,Des,address,I Desig Date1,I Desig Date2,D Desig Date,District,Int Desig Date,latitude,longitude
'886608900','2600','20','','0000000','N','Lawrence','St','2600-20 N Lawrence St','11/4/1982 0:00:00','','','','',39.9907616098145,-75.1397833864939
'051081715','311','','','0000000','','Lawrence','Ct','311 Lawrence Ct','','','3/10/1999 0:00:00','SH','',39.9446743470844,-75.1491607238005
'051081720','313','','','0000000','','Lawrence','Ct','313 Lawrence Ct','','','3/10/1999 0:00:00','SH','',39.9446356894815,-75.1491514992924
'051084015','314','','','0000000','','Lawrence','Ct','314 Lawrence Ct','','','3/10/1999 0:00:00','SH','',39.9429941161815,-75.150031384962
'051081725','315','','','0000000','','Lawrence','Ct','315 Lawrence Ct','','','3/10/1999 0:00:00','SH','',39.9444781534548,-75.1491075765406
'051084020','316','','','0000000','','Lawrence','Ct','316 Lawrence Ct','','','3/10/1999 0:00:00','SH','',39.9442380009904,-75.149780416957
'051081730','317','','','0000000','','Lawrence','Ct','317 Lawrence Ct','','','3/10/1999 0:00:00','SH','',39.9444203691346,-75.149102652168
'051084025','318','','','0000000','','Lawrence','Ct','318 Lawrence Ct','','','3/10/1999 0:00:00','SH','',39.9445340997862,-75.1496370701744
'051081735','319','','','0000000','','Lawrence','Ct','319 Lawrence Ct','','','3/10/1999 0:00:00','SH','',39.944371139966,-75.1491116724063
'021121300','109','','','0000000','','League','St','109 League St','6/24/1958 0:00:00','','','','',39.9340714381591,-75.1459205158184
'021121400','111','','','0000000','','League','St','111 League St','6/24/1958 0:00:00','','','','',39.9340891157738,-75.1459733506281
'021121500','113','','','0000000','','League','St','113 League St','6/24/1958 0:00:00','','','','',39.9341040494309,-75.1460262905959
'021121600','115','','','0000000','','League','St','115 League St','6/24/1958 0:00:00','','','','',39.934121807927,-75.146082689835
'021121700','117','','','0000000','','League','St','117 League St','6/24/1958 0:00:00','','','','',39.9341366606051,-75.1461320654749
'021121800','119','','','0000000','','League','St','119 League St','6/24/1958 0:00:00','3/26/1963 0:00:00','','','',39.9341486074741,-75.1461744175049
'021121900','121','','','0000000','','League','St','121 League St','6/24/1958 0:00:00','3/26/1963 0:00:00','','','',39.9341660421944,-75.1462165593034
'021122000','123','','','0000000','','League','St','123 League St','6/24/1958 0:00:00','3/26/1963 0:00:00','','','',39.9341808948148,-75.1462659350048
'021122100','125','','','0000000','','League','St','125 League St','6/24/1958 0:00:00','3/26/1963 0:00:00','','','',39.9341984913475,-75.1463152056085
'021122300','131','','','0000000','','League','St','131 League St','6/24/1958 0:00:00','','','','',39.934208025222,-75.1464932144365
'021122400','133','','','0000000','','League','St','133 League St','6/24/1958 0:00:00','','','','',39.9342229586391,-75.1465461546111
'021122500','135','','','0000000','','League','St','135 League St','6/24/1958 0:00:00','','','','',39.9342406359656,-75.1465989897012
'021122600','137','','','0000000','','League','St','137 League St','6/24/1958 0:00:00','','','','',39.9342527444875,-75.1466484706461
'021122700','139','','','0000000','','League','St','139 League St','6/24/1958 0:00:00','','','','',39.9342702599448,-75.1466941770159
'021132600','140','','','0000000','','League','St','140 League St','6/24/1958 0:00:00','','','','',39.9340439834856,-75.1470096469196
'882567500','141','','','0000000','','League','St','141 League St','6/24/1958 0:00:00','','','','',39.934295447774,-75.1468359116381
'021132700','142','','','0000000','','League','St','142 League St','6/24/1958 0:00:00','3/26/1963 0:00:00','','','',39.9340723936361,-75.1470513685105
'021132810','144','','','0000000','','League','St','144 League St','6/24/1958 0:00:00','3/26/1963 0:00:00','','','',39.9340790949928,-75.1471046239636
'777012000','100','','','0000000','E','Lehigh','Ave','100 E Lehigh Ave','11/23/1976 0:00:00','12/12/2008 0:00:00','','','',39.9896732955206,-75.1281821141738
'888041501','700','12','','A1','','Locust','St','700-12 Locust St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9466839542348,-75.1539792808863
'883045700','713','23','','0000000','','Locust','St','713-23 Locust St','','','3/10/1999 0:00:00','SH','',39.9470807751632,-75.1541603688384
'888051407','802','10','','101','','Locust','St','802-10 Locust St','4/30/1957 0:00:00','','','','',39.9468615766992,-75.1547895981452
'054130215','1112','','','0000000','','Locust','St','1112 Locust St','11/24/1959 0:00:00','','','','',39.9475433332438,-75.1601657667427
'054130700','1122','','','0000000','','Locust','St','1122 Locust St','11/24/1959 0:00:00','','','','',39.9475618748361,-75.1605004676367
'881008250','1201','','','0000000','','Locust','St','1201 Locust St','11/24/1959 0:00:00','','','','',39.9479280759157,-75.1610288762787
'888059608','1213','15','','A','','Locust','St','1213-15 Locust St','7/5/1984 0:00:00','','','','',39.9479523526615,-75.1612527469854
'881008300','1219','','','0000000','','Locust','St','1219 Locust St','7/5/1984 0:00:00','','','','',39.9480339385467,-75.1613388434987
'883022300','1221','23','','0000000','','Locust','St','1221-23 Locust St','11/6/1980 0:00:00','','','','',39.9480845907979,-75.1617579604554
'883022410','1225','33','','0000000','','Locust','St','1225-33 Locust St','1/5/1984 0:00:00','','','','',39.9480845907979,-75.1617579604554
'771739000','1300','12','','0000000','','Locust','St','1300-12 Locust St','2/6/1975 0:00:00','','','','',39.9477274003456,-75.1627242677599
'054127050','1307','','','0000000','','Locust','St','1307 Locust St','11/12/2004 0:00:00','','','','',39.9482121945555,-75.1626665585914
'883022600','1317','21','','0000000','','Locust','St','1317-21 Locust St','6/25/1963 0:00:00','','','','',39.948230718591,-75.163122582569
'771741000','1320','','','0000000','','Locust','St','1320 Locust St','9/12/1990 0:00:00','','','','',39.9478113664848,-75.1632812742609
'883047500','1522','','','0000000','','Locust','St','1522 Locust St','','','2/8/1995 0:00:00','RF','',39.9483076056624,-75.1672659027989
'883513000','1524','','','0000000','','Locust','St','1524 Locust St','','','2/8/1995 0:00:00','RF','',39.9483175232044,-75.167340457981
'881030500','1530','34','','0000000','','Locust','St','1530-34 Locust St','','','2/8/1995 0:00:00','RF','',39.948344371062,-75.1675570976451
'882331600','1531','33','','0000000','','Locust','St','1531-33 Locust St','4/18/1990 0:00:00','','','','',39.9487758939227,-75.1675728115616
'883047800','1600','','','0000000','','Locust','St','1600 Locust St','','','2/8/1995 0:00:00','RF','',39.9483723267254,-75.167944968934
'888035500','1601','','','CB','','Locust','St','1601 Locust St','','','2/8/1995 0:00:00','RF','',39.9488295235234,-75.167881208817
'883047850','1602','04','','0000000','','Locust','St','1602-04 Locust St','2/28/1967 0:00:00','','2/8/1995 0:00:00','RF','',39.9483823240746,-75.1680230894364
'881030510','1606','','','0000000','','Locust','St','1606 Locust St','','','2/8/1995 0:00:00','RF','',39.9483994141734,-75.1681723044659
'772160000','1607','27','','0000000','','Locust','St','1607-27 Locust St','11/24/1964 0:00:00','','2/8/1995 0:00:00','RF','',39.9488901489831,-75.1683784566923
'881570024','1608','','','0000000','','Locust','St','1608 Locust St','2/28/1967 0:00:00','','2/8/1995 0:00:00','RF','',39.9484092508849,-75.1682432947288
'881030550','1610','18','','0000000','','Locust','St','1610-18 Locust St','2/28/1967 0:00:00','','2/8/1995 0:00:00','RF','',39.9484392421637,-75.1684776565641
'883047900','1620','','','0000000','','Locust','St','1620 Locust St','2/28/1967 0:00:00','','2/8/1995 0:00:00','RF','',39.9484695538708,-75.1687262792292
'051210000','320','','','0000000','','Lombard','St','320 Lombard St','1/22/1963 0:00:00','2/2/1978 0:00:00','3/10/1999 0:00:00','SH','',39.942349784898,-75.1481400715682
'051210100','322','','','0000000','','Lombard','St','322 Lombard St','1/22/1963 0:00:00','2/2/1978 0:00:00','3/10/1999 0:00:00','SH','',39.9423567283414,-75.1482040280461
'771114000','323','','','0000000','','Lombard','St','323 Lombard St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9427146528325,-75.1482438431961
'051210200','324','','','0000000','','Lombard','St','324 Lombard St','2/2/1978 0:00:00','','3/10/1999 0:00:00','SH','',39.9423664156841,-75.148267879484
'051210300','326','','','0000000','','Lombard','St','326 Lombard St','4/30/1957 0:00:00','1/22/1963 0:00:00','3/10/1999 0:00:00','SH','',39.9423731973355,-75.1483247063668
'051210400','328','','','0000000','','Lombard','St','328 Lombard St','1/22/1963 0:00:00','2/2/1978 0:00:00','3/10/1999 0:00:00','SH','',39.9423745719473,-75.1483853081698
'051210500','330','','','0000000','','Lombard','St','330 Lombard St','1/22/1963 0:00:00','2/2/1978 0:00:00','3/10/1999 0:00:00','SH','',39.9423869222675,-75.1484454897919
'881504100','332','','','0000000','','Lombard','St','332 Lombard St','1/22/1963 0:00:00','','3/10/1999 0:00:00','SH','',39.9423966903305,-75.1485129061059
'881504200','334','38','','0000000','','Lombard','St','334-38 Lombard St','','','3/10/1999 0:00:00','SH','',39.942403633566,-75.148576862666
'771515000','335','','','0000000','','Lombard','St','335 Lombard St','','','3/10/1999 0:00:00','SH','',39.942751870779,-75.1485528279479
'051072200','501','','','0000000','S','04th','St','501 S 04th St','1/22/1963 0:00:00','','3/10/1999 0:00:00','SH','',39.94252130926,-75.1488007044707
'771669000','401','','','0000000','','Lombard','St','401 Lombard St','','','3/10/1999 0:00:00','SH','',39.9429255752094,-75.1493097165308
'051211100','406','','','0000000','','Lombard','St','406 Lombard St','','','3/10/1999 0:00:00','SH','',39.9425436023118,-75.1492993593357
'051211200','408','','','0000000','','Lombard','St','408 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9425503026239,-75.1493526216472
'051211300','410','','','0000000','','Lombard','St','410 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9425570029112,-75.1494058839691
'771115000','412','24','','0000000','','Lombard','St','412-24 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.942536671975,-75.1495993294083
'771742000','423','39','','0000000','','Lombard','St','423-39 Lombard St','','','3/10/1999 0:00:00','SH','',39.9429255752094,-75.1493097165308
'882777400','4363','','','0000000','','Main','St','4363 Main St','','','12/14/1983 0:00:00','MAN','',40.0258264760743,-75.2240225145562
'871274500','4365','','','0000000','','Main','St','4365 Main St','','','12/14/1983 0:00:00','MAN','',40.0258833971713,-75.2241132735718
'871274550','4367','','','0000000','','Main','St','4367 Main St','','','12/14/1983 0:00:00','MAN','',40.0259123287147,-75.2241800688603
'884633511','4368','','','0000000','','Main','St','4368 Main St','','','12/14/1983 0:00:00','MAN','',40.025581404212,-75.2242423943917
'882777700','4369','','','0000000','','Main','St','4369 Main St','','','12/14/1983 0:00:00','MAN','',40.0259083322651,-75.2242480895431
'882781300','4370','74','','0000000','','Main','St','4370-74 Main St','','','12/14/1983 0:00:00','MAN','',40.025619352657,-75.2243445758329
'871018650','4371','','','0000000','','Main','St','4371 Main St','','','12/14/1983 0:00:00','MAN','',40.0259232297517,-75.2243011183051
'871018700','4373','','','0000000','','Main','St','4373 Main St','','','12/14/1983 0:00:00','MAN','',40.0259465161981,-75.2243609793474
'784229001','4375','','','0000000','','Main','St','4375 Main St','','','12/14/1983 0:00:00','MAN','',40.0260304060194,-75.2244293020108
'882781400','4376','80','','0000000','','Main','St','4376-80 Main St','','','12/14/1983 0:00:00','MAN','',40.0257180646497,-75.224587384319
'882781500','4382','84','','0000000','','Main','St','4382-84 Main St','','','12/14/1983 0:00:00','MAN','',40.0257180646497,-75.224587384319
'882782200','4386','90','','0000000','','Main','St','4386-90 Main St','','','12/14/1983 0:00:00','MAN','',40.0258053292413,-75.2248091861675
'882782500','4400','04','','0000000','','Main','St','4400-04 Main St','','','12/14/1983 0:00:00','MAN','',40.0258925149275,-75.225027419299
'882782520','4400','','R','0000000','','Main','St','4400R Main St','','','12/14/1983 0:00:00','MAN','',40.0254732400814,-75.2254431013629
'871018750','4401','','','0000000','','Main','St','4401 Main St','','','12/14/1983 0:00:00','MAN','',40.0261157902872,-75.2246904690559
'871018800','4403','','','0000000','','Main','St','4403 Main St','','','12/14/1983 0:00:00','MAN','',40.0261418990126,-75.2247537976101
'871018850','4405','','','0000000','','Main','St','4405 Main St','','','12/14/1983 0:00:00','MAN','',40.0261651852229,-75.2248136590005
'871275150','4406','10','','0000000','','Main','St','4406-10 Main St','','','12/14/1983 0:00:00','MAN','',40.0258925149275,-75.225027419299
'871018900','4407','','','0000000','','Main','St','4407 Main St','','','12/14/1983 0:00:00','MAN','',40.026188471402,-75.224873520432
'871018950','4409','','','0000000','','Main','St','4409 Main St','','','12/14/1983 0:00:00','MAN','',40.0262117575498,-75.2249333819045
'882778610','4411','13','','0000000','','Main','St','4411-13 Main St','','','12/14/1983 0:00:00','MAN','',40.0262350436664,-75.2249932434181
'882782700','4412','14','','0000000','','Main','St','4412-14 Main St','','','12/14/1983 0:00:00','MAN','',40.0259819733725,-75.2252241351667
'871019000','4415','','','0000000','','Main','St','4415 Main St','','','12/14/1983 0:00:00','MAN','',40.0263357920434,-75.2252038291802
'882782800','4416','','','0000000','','Main','St','4416 Main St','','','12/14/1983 0:00:00','MAN','',40.0260284668048,-75.2253402887345
'882778900','4417','','','0000000','','Main','St','4417 Main St','','','12/14/1983 0:00:00','MAN','',40.0263863610496,-75.2252555315583
'784229200','4418','24','','0000000','','Main','St','4418-24 Main St','','','12/14/1983 0:00:00','MAN','',40.0260723730494,-75.2254636831185
'882779001','4419','','','0000000','','Main','St','4419 Main St','','','12/14/1983 0:00:00','MAN','',40.0264153703958,-75.2253258971434
'871019100','4421','','','0000000','','Main','St','4421 Main St','','','12/14/1983 0:00:00','MAN','',40.026415765018,-75.2254687718153
'871274600','4423','','','0000000','','Main','St','4423 Main St','','','12/14/1983 0:00:00','MAN','',40.0264714295896,-75.2255024237388
'882779300','4425','','','0000000','','Main','St','4425 Main St','','','12/14/1983 0:00:00','MAN','',40.0264782514258,-75.2255628980314
'871274650','4427','','','0000000','','Main','St','4427 Main St','','','12/14/1983 0:00:00','MAN','',40.0264958138435,-75.2256122561504
'871019150','4429','','','0000000','','Main','St','4429 Main St','','','12/14/1983 0:00:00','MAN','',40.0265162771517,-75.2256686508813
'882783001','4430','','','0000000','','Main','St','4430 Main St','','','12/14/1983 0:00:00','MAN','',40.0261915459368,-75.2257628893414
'784229401','4431','','','0000000','','Main','St','4431 Main St','','','12/14/1983 0:00:00','MAN','',40.0266000111478,-75.2258548655192
'882783100','4432','','','0000000','','Main','St','4432 Main St','','','12/14/1983 0:00:00','MAN','',40.0262378819226,-75.2258719050239
'882783200','4436','42','','0000000','','Main','St','4436-42 Main St','','','12/14/1983 0:00:00','MAN','',40.026339334682,-75.2261146159062
'882783220','4436','','R','0000000','','Main','St','4436R Main St','','','12/14/1983 0:00:00','MAN','',40.0258163277772,-75.2260590477389
'882779600','4439','','','0000000','','Main','St','4439 Main St','','','12/14/1983 0:00:00','MAN','',40.0266299631132,-75.2260930919973
'884633600','4441','45','','0000000','','Main','St','4441-45 Main St','','','12/14/1983 0:00:00','MAN','',40.0268268249469,-75.2260536212077
'871019450','4444','48','','0000000','','Main','St','4444-48 Main St','','','12/14/1983 0:00:00','MAN','',40.0264178152717,-75.2263117426162
'784229600','4447','','','0000000','','Main','St','4447 Main St','','','12/14/1983 0:00:00','MAN','',40.0268268249469,-75.2260536212077
'882760200','4450','','','0000000','','Main','St','4450 Main St','','','12/14/1983 0:00:00','MAN','',40.0265398083743,-75.2266144191564
'884633905','4450','','R','0000000','','Main','St','4450R Main St','','','12/14/1983 0:00:00','MAN','',40.0263024942634,-75.2270626258341
'882779610','4453','55','','0000000','','Main','St','4453-55 Main St','','','12/14/1983 0:00:00','MAN','',40.0269034268375,-75.2265401720435
'882779700','4457','59','','0000000','','Main','St','4457-59 Main St','','','12/14/1983 0:00:00','MAN','',40.0268880617851,-75.2267157839096
'884633906','4460','','R','0000000','','Main','St','4460R Main St','','','12/14/1983 0:00:00','MAN','',40.0264189971697,-75.2272404790793
'885349840','4468','','','0000000','','Main','St','4468 Main St','','','12/14/1983 0:00:00','MAN','',40.0267210718998,-75.2271149393358
'884633908','4468','','R','0000000','','Main','St','4468R Main St','','','12/14/1983 0:00:00','MAN','',40.0264908117856,-75.2273842714668
'885349845','4500','','','0000000','','Main','St','4500 Main St','','','12/14/1983 0:00:00','MAN','',40.0273363531394,-75.2282459149072
'884634100','4590','','','0000000','','Main','St','4590 Main St','','','12/14/1983 0:00:00','MAN','',40.0276899964594,-75.2297188508114
'884352745','4595','','','0000000','','Main','St','4595 Main St','','','12/14/1983 0:00:00','MAN','',40.0277245101757,-75.2284136803007
'884352830','4597','','','0000000','','Main','St','4597 Main St','','','12/14/1983 0:00:00','MAN','',40.0289610236568,-75.2293215613115
'774577000','6333','','','0000000','','Malvern','Ave','6333 Malvern Ave','5/26/1970 0:00:00','','','','',39.983018976292,-75.2488941971161
'123074400','45','','','0000000','','Manheim','St','45 Manheim St','9/24/1963 0:00:00','','','','',40.0294856525143,-75.1666667095465
'054141010','728','','','0000000','','Manning','St','728 Manning St','','','3/10/1999 0:00:00','SH','',39.946035172618,-75.1541931755392
'054141200','732','','','0000000','','Manning','St','732 Manning St','','','3/10/1999 0:00:00','SH','',39.9460489720452,-75.1543175316679
'054141300','734','','','0000000','','Manning','St','734 Manning St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9460559120445,-75.1543814922573
'054141400','736','','','0000000','','Manning','St','736 Manning St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9460655152781,-75.1544417830376
'082122900','1700','','','0000000','','Manning','St','1700 Manning St','','','2/8/1995 0:00:00','RF','',39.9479136974754,-75.1696537108823
'082123000','1702','','','0000000','','Manning','St','1702 Manning St','','','2/8/1995 0:00:00','RF','',39.9479201477485,-75.1696962840225
'082123100','1704','','','0000000','','Manning','St','1704 Manning St','','','2/8/1995 0:00:00','RF','',39.9479265980059,-75.1697388571708
'082123200','1706','','','0000000','','Manning','St','1706 Manning St','','','2/8/1995 0:00:00','RF','',39.9479303844869,-75.169785099649
'082123300','1708','','','0000000','','Manning','St','1708 Manning St','','','2/8/1995 0:00:00','RF','',39.9479367545189,-75.1698241076831
'082123400','1710','','','0000000','','Manning','St','1710 Manning St','','','2/8/1995 0:00:00','RF','',39.9479377168202,-75.1698668892332
'152124510','1832','','','0000000','','Fairmount','Ave','1832 Fairmount Ave','','','10/11/2000 0:00:00','SG','',39.9670142760388,-75.1683142876726
'888059578','239','','','3','','Market','St','239 Market St','11/4/1976 0:00:00','','12/12/2003 0:00:00','OC','',39.9503417262269,-75.1450007923393
'884510105','200','','S','0000000','','Market','St','200S Market St','','','12/12/2003 0:00:00','OC','',39.9497046446452,-75.1439154762525
'051211500','426','','','0000000','','Lombard','St','426 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9425598396182,-75.149773270747
'888059602','428','','','1','','Lombard','St','428 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9425474129694,-75.1498308328732
'051211750','430','','','0000000','','Lombard','St','430 Lombard St','','','3/10/1999 0:00:00','SH','',39.9425736438369,-75.1498976196204
'051211810','432','','','0000000','','Lombard','St','432 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9425834110465,-75.1499650363283
'051211900','434','','','0000000','','Lombard','St','434 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9425932590239,-75.150036017881
'051205310','501','','','0000000','','Lombard','St','501 Lombard St','','','3/10/1999 0:00:00','SH','',39.9430233589979,-75.1512005501217
'051205320','503','','','0000000','','Lombard','St','503 Lombard St','','','3/10/1999 0:00:00','SH','',39.9430478928938,-75.1511924759993
'051205330','505','','','0000000','','Lombard','St','505 Lombard St','','','3/10/1999 0:00:00','SH','',39.9430094703297,-75.1508300157326
'051205340','507','','','0000000','','Lombard','St','507 Lombard St','','','3/10/1999 0:00:00','SH','',39.9430943782898,-75.1511835623801
'051205350','509','','','0000000','','Lombard','St','509 Lombard St','','','3/10/1999 0:00:00','SH','',39.9431189929563,-75.1511790530975
'051205360','511','','','0000000','','Lombard','St','511 Lombard St','','','3/10/1999 0:00:00','SH','',39.943035783929,-75.151021678006
'051205370','513','','','0000000','','Lombard','St','513 Lombard St','','','3/10/1999 0:00:00','SH','',39.9431681415166,-75.1511664696657
'051205405','515','','','A','','Lombard','St','515 Lombard St','','','3/10/1999 0:00:00','SH','',39.9429987443305,-75.1512050593901
'771116000','523','27','','0000000','','Lombard','St','523-27 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.943188239778,-75.1513262586518
'771117000','529','','','0000000','','Lombard','St','529 Lombard St','','','3/10/1999 0:00:00','SH','',39.943188239778,-75.1513262586518
'771118000','531','','','0000000','','Lombard','St','531 Lombard St','','','3/10/1999 0:00:00','SH','',39.9432114048027,-75.1515002022463
'771119000','533','','','0000000','','Lombard','St','533 Lombard St','','','3/10/1999 0:00:00','SH','',39.9432114048027,-75.1515002022463
'771120000','535','','','0000000','','Lombard','St','535 Lombard St','','','3/10/1999 0:00:00','SH','',39.9432114048027,-75.1515002022463
'771121000','537','','','0000000','','Lombard','St','537 Lombard St','','','3/10/1999 0:00:00','SH','',39.9432114048027,-75.1515002022463
'771122000','539','41','','0000000','','Lombard','St','539-41 Lombard St','','','3/10/1999 0:00:00','SH','',39.9432488562351,-75.1518198856246
'771123000','543','','','0000000','','Lombard','St','543 Lombard St','','','3/10/1999 0:00:00','SH','',39.9431153737879,-75.1519891144906
'084083800','1529','','','0000000','','Wallace','St','1529 Wallace St','','','10/11/2000 0:00:00','SG','',39.9657176423984,-75.1635416933782
'051206615','601','03','','0000000','','Lombard','St','601-03 Lombard St','','','3/10/1999 0:00:00','SH','',39.9432583034444,-75.1522369745303
'051206710','607','','','0000000','','Lombard','St','607 Lombard St','','','3/10/1999 0:00:00','SH','',39.9431652528548,-75.1523725455688
'051206720','609','','','0000000','','Lombard','St','609 Lombard St','','','3/10/1999 0:00:00','SH','',39.9431752608073,-75.1524506577955
'051206730','609','','R','0000000','','Lombard','St','609R Lombard St','','','3/10/1999 0:00:00','SH','',39.9432593541117,-75.1524046279851
'051206740','611','','','0000000','','Lombard','St','611 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9432263470588,-75.1525236319487
'051207000','613','','','0000000','','Lombard','St','613 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9432331266022,-75.1525804599749
'051207100','615','','','0000000','','Lombard','St','615 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9432399061174,-75.1526372880125
'051207200','617','','','0000000','','Lombard','St','617 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9432467663292,-75.1526976809242
'051207300','619','','','0000000','','Lombard','St','619 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9432562897254,-75.1527544041116
'051207400','621','','','0000000','','Lombard','St','621 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9432630691545,-75.1528112321859
'051207500','623','','','0000000','','Lombard','St','623 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9432699292747,-75.1528716251358
'051207600','625','','','0000000','','Lombard','St','625 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9432767893631,-75.152932018098
'051207700','627','','','0000000','','Lombard','St','627 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9432767893631,-75.152932018098
'051207800','629','','','0000000','','Lombard','St','629 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9432930919564,-75.153045569466
'051207905','631','','','0000000','','Lombard','St','631 Lombard St','','','3/10/1999 0:00:00','SH','',39.9432890569078,-75.1531099467683
'051207910','633','','','0000000','','Lombard','St','633 Lombard St','','','3/10/1999 0:00:00','SH','',39.9433826736916,-75.1531206410407
'051207915','635','','','0000000','','Lombard','St','635 Lombard St','','','3/10/1999 0:00:00','SH','',39.9433990568061,-75.1532377575024
'051207920','637','','','0000000','','Lombard','St','637 Lombard St','','','3/10/1999 0:00:00','SH','',39.9433124613468,-75.1532945858297
'051207925','639','','','0000000','','Lombard','St','639 Lombard St','','','3/10/1999 0:00:00','SH','',39.9434482863001,-75.1532287403813
'051207930','641','','','0000000','','Lombard','St','641 Lombard St','','','3/10/1999 0:00:00','SH','',39.9433344935676,-75.1534186222552
'051207935','643','','','0000000','','Lombard','St','643 Lombard St','','','3/10/1999 0:00:00','SH','',39.9433414340683,-75.1534825801987
'051207940','645','','','0000000','','Lombard','St','645 Lombard St','','','3/10/1999 0:00:00','SH','',39.9433511184731,-75.1535464333137
'053048815','701','','','0000000','','Lombard','St','701 Lombard St','','','3/10/1999 0:00:00','SH','',39.9433467595942,-75.1538391719482
'053048820','709','','','0000000','','Lombard','St','709 Lombard St','','','3/10/1999 0:00:00','SH','',39.9434435230882,-75.1539888973421
'053048825','711','','','0000000','','Lombard','St','711 Lombard St','','','3/10/1999 0:00:00','SH','',39.9434435230882,-75.1539888973421
'053048830','713','','','0000000','','Lombard','St','713 Lombard St','','','3/10/1999 0:00:00','SH','',39.9434435230882,-75.1539888973421
'053048835','715','','','0000000','','Lombard','St','715 Lombard St','','','3/10/1999 0:00:00','SH','',39.9434579681789,-75.1541417676931
'053049200','719','','','0000000','','Lombard','St','719 Lombard St','','','3/10/1999 0:00:00','SH','',39.9434684589886,-75.1542412697745
'053049300','721','','','0000000','','Lombard','St','721 Lombard St','','','3/10/1999 0:00:00','SH','',39.9434565948194,-75.1543237859838
'053049400','723','','','0000000','','Lombard','St','723 Lombard St','','','3/10/1999 0:00:00','SH','',39.9434565948194,-75.1543237859838
'053049510','725','','','0000000','','Lombard','St','725 Lombard St','','','3/10/1999 0:00:00','SH','',39.9434703134356,-75.154444572545
'053049520','727','','','0000000','','Lombard','St','727 Lombard St','','','3/10/1999 0:00:00','SH','',39.9434799973049,-75.1545084259182
'053061215','742','','','0000000','','Lombard','St','742 Lombard St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9431972023749,-75.1551186414621
'053061500','802','','','0000000','','Lombard','St','802 Lombard St','7/23/1963 0:00:00','','','','',39.9433152663317,-75.155481631888
'053061600','804','','','0000000','','Lombard','St','804 Lombard St','7/23/1963 0:00:00','','','','',39.9433222056824,-75.1555455900239
'053063010','832','36','','0000000','','Lombard','St','832-36 Lombard St','7/23/1963 0:00:00','4/5/1984 0:00:00','','','',39.9433919134244,-75.1564420525453
'053063200','842','','','0000000','','Lombard','St','842 Lombard St','9/26/1961 0:00:00','7/23/1963 0:00:00','','','',39.9434600216016,-75.1566606663442
'053063300','844','46','','0000000','','Lombard','St','844-46 Lombard St','9/26/1961 0:00:00','7/23/1963 0:00:00','','','',39.9434705102267,-75.1567601688173
'881511450','935','39','','0000000','','Lombard','St','935-39 Lombard St','11/24/1959 0:00:00','7/23/1963 0:00:00','','','',39.9439052999046,-75.1580137765544
'053052900','941','','','0000000','','Lombard','St','941 Lombard St','11/24/1959 0:00:00','7/23/1963 0:00:00','','','',39.9439261136148,-75.1582056534424
'053053000','943','','','0000000','','Lombard','St','943 Lombard St','11/24/1959 0:00:00','7/23/1963 0:00:00','','','',39.9439332125495,-75.1582767422422
'053054300','1037','','','0000000','','Lombard','St','1037 Lombard St','9/27/1960 0:00:00','','','','',39.9440860033947,-75.1595696614374
'053054400','1039','','','0000000','','Lombard','St','1039 Lombard St','9/27/1960 0:00:00','','','','',39.9440926989386,-75.1596229259695
'053054500','1041','','','0000000','','Lombard','St','1041 Lombard St','9/27/1960 0:00:00','','','','',39.9441212655122,-75.1596717888335
'053054600','1043','','','0000000','','Lombard','St','1043 Lombard St','9/27/1960 0:00:00','','','','',39.9441252975696,-75.1597287229138
'888054851','1108','','','45','','Lombard','St','1108 Lombard St','7/23/1963 0:00:00','','','','',39.9437850784271,-75.1605944355055
