"Parcel","HouseNum","Ext","Rear","Unit","Dir","Street","Des","Loc","I Desig Date1","I Desig Date2","D Desig Date","District","Int Desig Date"
"888053705","216",,,"14",,"Pine","St","216 Pine St",,,3/10/1999 0:00:00,"SH",
"778505000","1500",,,"0000000",,"Orthodox","St","1500 Orthodox St",11/29/1960 0:00:00,,,,
"883531900","2301",,,"0000000",,"Pennsylvania","Ave","2301 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"883531995","2311",,,"0000000",,"Pennsylvania","Ave","2311 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"151338010","2313",,,"0000000",,"Pennsylvania","Ave","2313 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"151338100","2315",,,"0000000",,"Pennsylvania","Ave","2315 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"151338210","2317",,,"0000000",,"Pennsylvania","Ave","2317 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"151338310","2319",,,"0000000",,"Pennsylvania","Ave","2319 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"151338410","2321",,,"0000000",,"Pennsylvania","Ave","2321 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"151338510","2323",,,"0000000",,"Pennsylvania","Ave","2323 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"151338710","2327","29",,"0000000",,"Pennsylvania","Ave","2327-29 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"151338900","2331",,,"0000000",,"Pennsylvania","Ave","2331 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"151339010","2333",,,"0000000",,"Pennsylvania","Ave","2333 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"151339100","2335",,,"0000000",,"Pennsylvania","Ave","2335 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"883532000","2337","41",,"0000000",,"Pennsylvania","Ave","2337-41 Pennsylvania Ave",,,10/11/2000 0:00:00,"SG",
"211079600","102",,,"0000000",,"Pensdale","St","102 Pensdale St",,,12/14/1983 0:00:00,"MAN",
"081047200","2413",,,"0000000",,"Panama","St","2413 Panama St",,,2/8/1995 0:00:00,"RF",
"211093300","113",,,"0000000",,"Roxborough","Ave","113 Roxborough Ave",,,12/14/1983 0:00:00,"MAN",
"211098300","114",,,"0000000",,"Roxborough","Ave","114 Roxborough Ave",,,12/14/1983 0:00:00,"MAN",
"302074100","2302",,,"0000000",,"St Albans","St","2302 St Albans St",9/30/1969 0:00:00,,,,
"302065300","2303",,,"0000000",,"St Albans","St","2303 St Albans St",9/30/1969 0:00:00,,,,
"302074200","2304",,,"0000000",,"St Albans","St","2304 St Albans St",9/30/1969 0:00:00,,,,
"302065400","2305",,,"0000000",,"St Albans","St","2305 St Albans St",9/30/1969 0:00:00,,,,
"302074300","2306",,,"0000000",,"St Albans","St","2306 St Albans St",9/30/1969 0:00:00,,,,
"302065500","2307",,,"0000000",,"St Albans","St","2307 St Albans St",9/30/1969 0:00:00,,,,
"302074400","2308",,,"0000000",,"St Albans","St","2308 St Albans St",9/30/1969 0:00:00,,,,
"302065600","2309",,,"0000000",,"St Albans","St","2309 St Albans St",9/30/1969 0:00:00,,,,
"302074500","2310",,,"0000000",,"St Albans","St","2310 St Albans St",9/30/1969 0:00:00,,,,
"302065700","2311",,,"0000000",,"St Albans","St","2311 St Albans St",9/30/1969 0:00:00,,,,
"302074700","2312",,,"0000000",,"St Albans","St","2312 St Albans St",9/30/1969 0:00:00,,,,
"302065800","2313",,,"0000000",,"St Albans","St","2313 St Albans St",9/30/1969 0:00:00,,,,
"302074800","2314",,,"0000000",,"St Albans","St","2314 St Albans St",9/30/1969 0:00:00,,,,
"302075700","2330",,,"0000000",,"St Albans","St","2330 St Albans St",9/30/1969 0:00:00,,,,
"302066900","2331",,,"0000000",,"St Albans","St","2331 St Albans St",9/30/1969 0:00:00,,,,
"302075800","2332",,,"0000000",,"St Albans","St","2332 St Albans St",9/30/1969 0:00:00,,,,
"302067000","2333",,,"0000000",,"St Albans","St","2333 St Albans St",9/30/1969 0:00:00,,,,
"302075900","2334",,,"0000000",,"St Albans","St","2334 St Albans St",9/30/1969 0:00:00,,,,
"302067100","2335",,,"0000000",,"St Albans","St","2335 St Albans St",9/30/1969 0:00:00,,,,
"302076000","2336",,,"0000000",,"St Albans","St","2336 St Albans St",9/30/1969 0:00:00,,,,
"302067200","2337",,,"0000000",,"St Albans","St","2337 St Albans St",9/30/1969 0:00:00,,,,
"302076100","2338",,,"0000000",,"St Albans","St","2338 St Albans St",9/30/1969 0:00:00,,,,
"302067300","2339",,,"0000000",,"St Albans","St","2339 St Albans St",9/30/1969 0:00:00,,,,
"302076300","2340",,,"0000000",,"St Albans","St","2340 St Albans St",9/30/1969 0:00:00,,,,
"302067400","2341",,,"0000000",,"St Albans","St","2341 St Albans St",9/30/1969 0:00:00,,,,
"302076400","2342",,,"0000000",,"St Albans","St","2342 St Albans St",9/30/1969 0:00:00,,,,
"302067600","2343",,,"0000000",,"St Albans","St","2343 St Albans St",9/30/1969 0:00:00,,,,
"302076500","2344",,,"0000000",,"St Albans","St","2344 St Albans St",9/30/1969 0:00:00,,,,
"302067700","2345",,,"0000000",,"St Albans","St","2345 St Albans St",9/30/1969 0:00:00,,,,
"302076600","2346",,,"0000000",,"St Albans","St","2346 St Albans St",9/30/1969 0:00:00,,,,
"302067800","2347",,,"0000000",,"St Albans","St","2347 St Albans St",9/30/1969 0:00:00,,,,
"302076700","2348",,,"0000000",,"St Albans","St","2348 St Albans St",9/30/1969 0:00:00,,,,
"302067900","2349",,,"0000000",,"St Albans","St","2349 St Albans St",9/30/1969 0:00:00,,,,
"302076800","2350",,,"0000000",,"St Albans","St","2350 St Albans St",9/30/1969 0:00:00,,,,
"302068000","2351",,,"0000000",,"St Albans","St","2351 St Albans St",9/30/1969 0:00:00,,,,
"092132900","627",,,"0000000",,"St Georges","Rd","627 St Georges Rd",11/6/1980 0:00:00,,,,
"888055031","1",,,"21",,"St James","Ct","1 St James Ct",,,3/10/1999 0:00:00,"SH",
"888055032","2",,,"22",,"St James","Ct","2 St James Ct",,,3/10/1999 0:00:00,"SH",
"888055029","3",,,"19",,"St James","Ct","3 St James Ct",,,3/10/1999 0:00:00,"SH",
"888055030","4",,,"20",,"St James","Ct","4 St James Ct",,,3/10/1999 0:00:00,"SH",
"152050900","1914",,,"0000000",,"Mount Vernon","St","1914 Mount Vernon St",,,10/11/2000 0:00:00,"SG",
"886810376","1915",,,"0000000",,"Mount Vernon","St","1915 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152051000","1916",,,"0000000",,"Mount Vernon","St","1916 Mount Vernon St",,,10/11/2000 0:00:00,"SG",
"152063300","1917",,,"0000000",,"Mount Vernon","St","1917 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"886810368","1918",,,"0000000",,"Mount Vernon","St","1918 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"888152081","1919",,,"1",,"Mount Vernon","St","1919 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"886810369","1920",,,"0000000",,"Mount Vernon","St","1920 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152063500","1921",,,"0000000",,"Mount Vernon","St","1921 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"886810370","1922",,,"0000000",,"Mount Vernon","St","1922 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"881807970","1923",,,"0000000",,"Mount Vernon","St","1923 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152051400","1924",,,"0000000",,"Mount Vernon","St","1924 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"886810377","1925",,,"0000000",,"Mount Vernon","St","1925 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152051500","1926",,,"0000000",,"Mount Vernon","St","1926 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152063800","1927",,,"0000000",,"Mount Vernon","St","1927 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152051600","1928",,,"0000000",,"Mount Vernon","St","1928 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152063900","1929",,,"0000000",,"Mount Vernon","St","1929 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"886810371","1930",,,"0000000",,"Mount Vernon","St","1930 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"886810378","1931",,,"0000000",,"Mount Vernon","St","1931 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152051800","1932",,,"0000000",,"Mount Vernon","St","1932 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"881808000","1933",,,"0000000",,"Mount Vernon","St","1933 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"886810372","1934",,,"0000000",,"Mount Vernon","St","1934 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"881808100","1935",,,"0000000",,"Mount Vernon","St","1935 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152064400","1939",,,"0000000",,"Mount Vernon","St","1939 Mount Vernon St",,,10/11/2000 0:00:00,"SG",
"152052200","2000",,,"0000000",,"Mount Vernon","St","2000 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152064500","2001",,,"0000000",,"Mount Vernon","St","2001 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152052300","2002",,,"0000000",,"Mount Vernon","St","2002 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152064600","2003",,,"0000000",,"Mount Vernon","St","2003 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152052400","2004",,,"0000000",,"Mount Vernon","St","2004 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152064700","2005",,,"0000000",,"Mount Vernon","St","2005 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"152052600","2008",,,"0000000",,"Mount Vernon","St","2008 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"881808200","2007",,,"0000000",,"Mount Vernon","St","2007 Mount Vernon St",11/6/1975 0:00:00,,10/11/2000 0:00:00,"SG",
"773130500","6840",,,"0000000",,"Paschall","Ave","6840 Paschall Ave",9/30/1958 0:00:00,,,,
"262222000","2116",,,"0000000","W","Passyunk","Ave","2116 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262222100","2118",,,"0000000","W","Passyunk","Ave","2118 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262222200","2120",,,"0000000","W","Passyunk","Ave","2120 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262222300","2122",,,"0000000","W","Passyunk","Ave","2122 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262222400","2124",,,"0000000","W","Passyunk","Ave","2124 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262222500","2126",,,"0000000","W","Passyunk","Ave","2126 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262222600","2128",,,"0000000","W","Passyunk","Ave","2128 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262222700","2130",,,"0000000","W","Passyunk","Ave","2130 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262222800","2132",,,"0000000","W","Passyunk","Ave","2132 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262222900","2134",,,"0000000","W","Passyunk","Ave","2134 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262223000","2136",,,"0000000","W","Passyunk","Ave","2136 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"262223100","2138",,,"0000000","W","Passyunk","Ave","2138 W Passyunk Ave",,,11/10/1999 0:00:00,"GE",
"023064100","101",,,"0000000",,"Pemberton","St","101 Pemberton St",3/31/1964 0:00:00,,,,
"023064200","103",,,"0000000",,"Pemberton","St","103 Pemberton St",3/31/1964 0:00:00,,,,
"023064300","105",,,"0000000",,"Pemberton","St","105 Pemberton St",3/31/1964 0:00:00,,,,
"023064400","107",,,"0000000",,"Pemberton","St","107 Pemberton St",3/31/1964 0:00:00,,,,
"023064500","109",,,"0000000",,"Pemberton","St","109 Pemberton St",3/31/1964 0:00:00,,,,
"023064600","111",,,"0000000",,"Pemberton","St","111 Pemberton St",3/31/1964 0:00:00,,,,
"023064710","113",,,"0000000",,"Pemberton","St","113 Pemberton St",3/31/1964 0:00:00,,,,
"023064900","115",,,"0000000",,"Pemberton","St","115 Pemberton St",3/31/1964 0:00:00,,,,
"023065000","117",,,"0000000",,"Pemberton","St","117 Pemberton St",3/31/1964 0:00:00,,,,
"023065100","119",,,"0000000",,"Pemberton","St","119 Pemberton St",3/31/1964 0:00:00,,,,
"023065200","121",,,"0000000",,"Pemberton","St","121 Pemberton St",3/31/1964 0:00:00,,,,
"023065300","123",,,"0000000",,"Pemberton","St","123 Pemberton St",3/31/1964 0:00:00,,,,
"023069600","124",,,"0000000",,"Pemberton","St","124 Pemberton St",3/31/1964 0:00:00,,,,
"023065400","125",,,"0000000",,"Pemberton","St","125 Pemberton St",3/31/1964 0:00:00,,,,
"023069710","126",,,"0000000",,"Pemberton","St","126 Pemberton St",3/31/1964 0:00:00,,,,
"023065500","127",,,"0000000",,"Pemberton","St","127 Pemberton St",3/31/1964 0:00:00,,,,
"023069800","128",,,"0000000",,"Pemberton","St","128 Pemberton St",3/31/1964 0:00:00,,,,
"023065700","129",,,"0000000",,"Pemberton","St","129 Pemberton St",3/31/1964 0:00:00,,,,
"023069900","130",,,"0000000",,"Pemberton","St","130 Pemberton St",3/31/1964 0:00:00,,,,
"023065800","131",,,"0000000",,"Pemberton","St","131 Pemberton St",3/31/1964 0:00:00,,,,
"302066000","2315",,,"0000000",,"St Albans","St","2315 St Albans St",9/30/1969 0:00:00,,,,
"302074900","2316",,,"0000000",,"St Albans","St","2316 St Albans St",9/30/1969 0:00:00,,,,
"302066100","2317",,,"0000000",,"St Albans","St","2317 St Albans St",9/30/1969 0:00:00,,,,
"302075000","2318",,,"0000000",,"St Albans","St","2318 St Albans St",9/30/1969 0:00:00,,,,
"302066200","2319",,,"0000000",,"St Albans","St","2319 St Albans St",9/30/1969 0:00:00,,,,
"302075100","2320",,,"0000000",,"St Albans","St","2320 St Albans St",9/30/1969 0:00:00,,,,
"302066300","2321",,,"0000000",,"St Albans","St","2321 St Albans St",9/30/1969 0:00:00,,,,
"302075200","2322",,,"0000000",,"St Albans","St","2322 St Albans St",9/30/1969 0:00:00,,,,
"302066400","2323",,,"0000000",,"St Albans","St","2323 St Albans St",9/30/1969 0:00:00,,,,
"302075300","2324",,,"0000000",,"St Albans","St","2324 St Albans St",9/30/1969 0:00:00,,,,
"302066500","2325",,,"0000000",,"St Albans","St","2325 St Albans St",9/30/1969 0:00:00,,,,
"302075500","2326",,,"0000000",,"St Albans","St","2326 St Albans St",9/30/1969 0:00:00,,,,
"302066600","2327",,,"0000000",,"St Albans","St","2327 St Albans St",9/30/1969 0:00:00,,,,
"302075600","2328",,,"0000000",,"St Albans","St","2328 St Albans St",9/30/1969 0:00:00,,,,
"302066800","2329",,,"0000000",,"St Albans","St","2329 St Albans St",9/30/1969 0:00:00,,,,
"871017400","4221",,,"0000000",,"Main","St","4221 Main St",,,12/14/1983 0:00:00,"MAN",
"871017450","4223",,,"0000000",,"Main","St","4223 Main St",,,12/14/1983 0:00:00,"MAN",
"871273400","4225",,,"0000000",,"Main","St","4225 Main St",,,12/14/1983 0:00:00,"MAN",
"871273450","4226",,,"0000000",,"Main","St","4226 Main St",,,12/14/1983 0:00:00,"MAN",
"871273550","4227",,,"0000000",,"Main","St","4227 Main St",,,12/14/1983 0:00:00,"MAN",
"871273500","4228",,,"0000000",,"Main","St","4228 Main St",,,12/14/1983 0:00:00,"MAN",
"884633128","4228",,"R","0000000",,"Main","St","4228R Main St",,,12/14/1983 0:00:00,"MAN",
"871017500","4229",,,"0000000",,"Main","St","4229 Main St",,,12/14/1983 0:00:00,"MAN",
"882860900","4230","34",,"0000000",,"Main","St","4230-34 Main St",,,12/14/1983 0:00:00,"MAN",
"871273600","4231",,,"0000000",,"Main","St","4231 Main St",,,12/14/1983 0:00:00,"MAN",
"871273650","4233",,,"0000000",,"Main","St","4233 Main St",,,12/14/1983 0:00:00,"MAN",
"871273700","4235",,,"0000000",,"Main","St","4235 Main St",,,12/14/1983 0:00:00,"MAN",
"882771250","4236",,,"0000000",,"Main","St","4236 Main St",,,12/14/1983 0:00:00,"MAN",
"871273750","4237",,,"0000000",,"Main","St","4237 Main St",,,12/14/1983 0:00:00,"MAN",
"871017550","4239",,,"0000000",,"Main","St","4239 Main St",,,12/14/1983 0:00:00,"MAN",
"871273800","4241",,,"0000000",,"Main","St","4241 Main St",,,12/14/1983 0:00:00,"MAN",
"871017600","4243",,,"0000000",,"Main","St","4243 Main St",,,12/14/1983 0:00:00,"MAN",
"882771601","4245",,,"0000000",,"Main","St","4245 Main St",,,12/14/1983 0:00:00,"MAN",
"871017700","4247",,,"0000000",,"Main","St","4247 Main St",,,12/14/1983 0:00:00,"MAN",
"871017750","4249",,,"0000000",,"Main","St","4249 Main St",,,12/14/1983 0:00:00,"MAN",
"881079200","4250",,,"0000000",,"Main","St","4250 Main St",,,12/14/1983 0:00:00,"MAN",
"871273850","4251","53",,"0000000",,"Main","St","4251-53 Main St",,,12/14/1983 0:00:00,"MAN",
"871017800","4255",,,"0000000",,"Main","St","4255 Main St",,,12/14/1983 0:00:00,"MAN",
"871273900","4257",,,"0000000",,"Main","St","4257 Main St",,,12/14/1983 0:00:00,"MAN",
"881079220","4258","64",,"0000000",,"Main","St","4258-64 Main St",,,12/14/1983 0:00:00,"MAN",
"882772200","4259",,,"0000000",,"Main","St","4259 Main St",,,12/14/1983 0:00:00,"MAN",
"871273950","4301",,,"0000000",,"Main","St","4301 Main St",,,12/14/1983 0:00:00,"MAN",
"871274000","4303",,,"0000000",,"Main","St","4303 Main St",,,12/14/1983 0:00:00,"MAN",
"871017850","4305",,,"0000000",,"Main","St","4305 Main St",,,12/14/1983 0:00:00,"MAN",
"888059576","239",,,"2",,"Market","St","239 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"871017900","4307",,,"0000000",,"Main","St","4307 Main St",,,12/14/1983 0:00:00,"MAN",
"871274050","4309",,,"0000000",,"Main","St","4309 Main St",,,12/14/1983 0:00:00,"MAN",
"871017950","4311",,,"0000000",,"Main","St","4311 Main St",,,12/14/1983 0:00:00,"MAN",
"881079250","4313","17",,"0000000",,"Main","St","4313-17 Main St",,,12/14/1983 0:00:00,"MAN",
"882775205","4319",,,"0000000",,"Main","St","4319 Main St",,,12/14/1983 0:00:00,"MAN",
"882780000","4320",,,"0000000",,"Main","St","4320 Main St",,,12/14/1983 0:00:00,"MAN",
"871018000","4321",,,"0000000",,"Main","St","4321 Main St",,,12/14/1983 0:00:00,"MAN",
"871274750","4322",,,"0000000",,"Main","St","4322 Main St",,,12/14/1983 0:00:00,"MAN",
"871274100","4323",,,"0000000",,"Main","St","4323 Main St",,,12/14/1983 0:00:00,"MAN",
"871274800","4324",,,"0000000",,"Main","St","4324 Main St",,,12/14/1983 0:00:00,"MAN",
"871274150","4325",,,"0000000",,"Main","St","4325 Main St",,,12/14/1983 0:00:00,"MAN",
"871019250","4326",,,"0000000",,"Main","St","4326 Main St",,,12/14/1983 0:00:00,"MAN",
"871018050","4327",,,"0000000",,"Main","St","4327 Main St",,,12/14/1983 0:00:00,"MAN",
"871274850","4328",,,"0000000",,"Main","St","4328 Main St",,,12/14/1983 0:00:00,"MAN",
"871018100","4329",,,"0000000",,"Main","St","4329 Main St",,,12/14/1983 0:00:00,"MAN",
"882780500","4330","32",,"0000000",,"Main","St","4330-32 Main St",,,12/14/1983 0:00:00,"MAN",
"871274200","4331",,,"0000000",,"Main","St","4331 Main St",,,12/14/1983 0:00:00,"MAN",
"871018150","4333",,,"0000000",,"Main","St","4333 Main St",,,12/14/1983 0:00:00,"MAN",
"882780600","4334","42",,"0000000",,"Main","St","4334-42 Main St",,,12/14/1983 0:00:00,"MAN",
"871274250","4335",,,"0000000",,"Main","St","4335 Main St",,,12/14/1983 0:00:00,"MAN",
"871018200","4337",,,"0000000",,"Main","St","4337 Main St",,,12/14/1983 0:00:00,"MAN",
"522204100","5900",,,"0000000",,"City","Ave","5900 City Ave",,,,,
"082124000","1830","32",,"1",,"Manning","St","1830-32 Manning St",,,2/8/1995 0:00:00,"RF",
"082124100","1830","32","R","2",,"Manning","St","1830R-32 Manning St",,,2/8/1995 0:00:00,"RF",
"082124200","1830","32","R","3",,"Manning","St","1830R-32 Manning St",,,2/8/1995 0:00:00,"RF",
"082124300","1830","32","R","4",,"Manning","St","1830R-32 Manning St",,,2/8/1995 0:00:00,"RF",
"082120200","1921",,,"0000000",,"Manning","St","1921 Manning St",,,2/8/1995 0:00:00,"RF",
"082120300","1923",,,"0000000",,"Manning","St","1923 Manning St",,,2/8/1995 0:00:00,"RF",
"082120400","1925",,,"0000000",,"Manning","St","1925 Manning St",,,2/8/1995 0:00:00,"RF",
"082120500","1927",,,"0000000",,"Manning","St","1927 Manning St",,,2/8/1995 0:00:00,"RF",
"082120600","1929",,,"0000000",,"Manning","St","1929 Manning St",,,2/8/1995 0:00:00,"RF",
"082120700","1931",,,"0000000",,"Manning","St","1931 Manning St",,,2/8/1995 0:00:00,"RF",
"082120800","1933",,,"0000000",,"Manning","St","1933 Manning St",,,2/8/1995 0:00:00,"RF",
"888089596","1935",,,"A",,"Manning","St","1935 Manning St",,,2/8/1995 0:00:00,"RF",
"082124900","2204",,,"0000000",,"Manning","St","2204 Manning St",,,2/8/1995 0:00:00,"RF",
"082125000","2206",,,"0000000",,"Manning","St","2206 Manning St",,,2/8/1995 0:00:00,"RF",
"082125100","2208",,,"0000000",,"Manning","St","2208 Manning St",,,2/8/1995 0:00:00,"RF",
"082125200","2210",,,"0000000",,"Manning","St","2210 Manning St",,,2/8/1995 0:00:00,"RF",
"082125300","2212",,,"0000000",,"Manning","St","2212 Manning St",,,2/8/1995 0:00:00,"RF",
"082125500","2214",,,"0000000",,"Manning","St","2214 Manning St",,,2/8/1995 0:00:00,"RF",
"082125600","2216",,,"0000000",,"Manning","St","2216 Manning St",,,2/8/1995 0:00:00,"RF",
"082125700","2218",,,"0000000",,"Manning","St","2218 Manning St",,,2/8/1995 0:00:00,"RF",
"082125800","2220",,,"0000000",,"Manning","St","2220 Manning St",,,2/8/1995 0:00:00,"RF",
"082125900","2222",,,"0000000",,"Manning","St","2222 Manning St",,,2/8/1995 0:00:00,"RF",
"082126000","2224",,,"0000000",,"Manning","St","2224 Manning St",,,2/8/1995 0:00:00,"RF",
"082126400","2316",,,"0000000",,"Manning","St","2316 Manning St",,,2/8/1995 0:00:00,"RF",
"082126500","2318",,,"0000000",,"Manning","St","2318 Manning St",,,2/8/1995 0:00:00,"RF",
"082126600","2320",,,"0000000",,"Manning","St","2320 Manning St",,,2/8/1995 0:00:00,"RF",
"082127000","2402",,,"0000000",,"Manning","St","2402 Manning St",,,2/8/1995 0:00:00,"RF",
"082127100","2404",,,"0000000",,"Manning","St","2404 Manning St",,,2/8/1995 0:00:00,"RF",
"082127200","2406",,,"0000000",,"Manning","St","2406 Manning St",,,2/8/1995 0:00:00,"RF",
"082127300","2408",,,"0000000",,"Manning","St","2408 Manning St",,,2/8/1995 0:00:00,"RF",
"082122005","2409",,,"0000000",,"Manning","St","2409 Manning St",,,2/8/1995 0:00:00,"RF",
"082127400","2410",,,"0000000",,"Manning","St","2410 Manning St",,,2/8/1995 0:00:00,"RF",
"082122010","2411",,,"0000000",,"Manning","St","2411 Manning St",,,2/8/1995 0:00:00,"RF",
"082127500","2412",,,"0000000",,"Manning","St","2412 Manning St",,,2/8/1995 0:00:00,"RF",
"082122015","2413",,,"0000000",,"Manning","St","2413 Manning St",,,2/8/1995 0:00:00,"RF",
"082127600","2414",,,"0000000",,"Manning","St","2414 Manning St",,,2/8/1995 0:00:00,"RF",
"082122020","2415",,,"0000000",,"Manning","St","2415 Manning St",,,2/8/1995 0:00:00,"RF",
"082127700","2416",,,"0000000",,"Manning","St","2416 Manning St",,,2/8/1995 0:00:00,"RF",
"082122100","2417",,,"0000000",,"Manning","St","2417 Manning St",,,2/8/1995 0:00:00,"RF",
"082127800","2418",,,"0000000",,"Manning","St","2418 Manning St",,,2/8/1995 0:00:00,"RF",
"124082100","182",,,"0000000",,"Maplewood","Ave","182 Maplewood Ave",3/29/1966 0:00:00,,,,
"124082200","188",,,"0000000",,"Maplewood","Ave","188 Maplewood Ave",3/29/1966 0:00:00,,,,
"124082300","190",,,"0000000",,"Maplewood","Ave","190 Maplewood Ave",3/29/1966 0:00:00,,,,
"871030375","100",,,"0000000",,"Market","St","100 Market St",10/7/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"888057715","104",,,"101",,"Market","St","104 Market St",10/7/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"052122610","106",,,"0000000",,"Market","St","106 Market St",10/7/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"871006500","108",,,"0000000",,"Market","St","108 Market St",10/7/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"882498101","110",,,"0000000",,"Market","St","110 Market St",10/7/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"883011400","232","34",,"0000000",,"Market","St","232-34 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"871006750","236",,,"0000000",,"Market","St","236 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"882501500","238",,,"0000000",,"Market","St","238 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"888059574","239",,,"1",,"Market","St","239 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"882502595","240",,,"0000000",,"Market","St","240 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"882502605","241","45",,"0000000",,"Market","St","241-45 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"882501700","242",,,"0000000",,"Market","St","242 Market St",,,12/12/2003 0:00:00,"OC",
"882501800","244",,,"0000000",,"Market","St","244 Market St",,,12/12/2003 0:00:00,"OC",
"882501900","246",,,"0000000",,"Market","St","246 Market St",,,12/12/2003 0:00:00,"OC",
"882502900","247",,,"0000000",,"Market","St","247 Market St",,,12/12/2003 0:00:00,"OC",
"871270300","248","50",,"0000000",,"Market","St","248-50 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"882503000","249",,,"0000000",,"Market","St","249 Market St",,,12/12/2003 0:00:00,"OC",
"882503100","251",,,"0000000",,"Market","St","251 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"882503200","253",,,"0000000",,"Market","St","253 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"882503300","255",,,"0000000",,"Market","St","255 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"882503400","257",,,"0000000",,"Market","St","257 Market St",11/4/1976 0:00:00,,12/12/2003 0:00:00,"OC",
"882503500","259",,,"0000000",,"Market","St","259 Market St",,,12/12/2003 0:00:00,"OC",
"882503600","300",,,"0000000",,"Market","St","300 Market St",,,12/12/2003 0:00:00,"OC",
